0,0.9961,-0.08749999999999998,-0.007199999999999997
1,0.9342,0.349,0.0008999999999999998
2,0.9874,-0.0933,0.2312
3,0.9365,0.2161,-0.0021999999999999997
4,0.9864,-0.0905,0.0761
5,0.9305,0.3086,-0.00010000000000000026
6,0.9135,0.3651,0.0002999999999999999
7,0.9798,-0.09,-0.0079
8,0.9328,0.3563,0.0008999999999999998
9,0.9924,-0.089,-0.0098
10,0.9358,0.3439,0.0002999999999999999
11,0.9778,-0.0903,-0.008
12,0.9961,-0.0875,-0.007199999999999999
13,0.9961,-0.0875,-0.007199999999999999
14,0.9961,-0.0875,-0.007199999999999999
15,0.9961,-0.0875,-0.007199999999999999
16,0.9961,-0.0875,-0.007199999999999999
17,0.9961,-0.0875,-0.007199999999999999
18,0.9961,-0.0875,-0.007199999999999999
19,0.9961,-0.0875,-0.007199999999999999
